Generation,Round,Node,simple_AoD,greedy_AoD,heuristic_AoD,simple_rank,greedy_rank,heuristic_rank
1.0,25.0,30.0,85.33333333333333,95.55555555555556,95.55555555555556,27.833333333333332,29.7,29.7
2.0,25.0,30.0,86.22222222222223,89.88888888888889,89.88888888888889,27.966666666666665,29.5,29.433333333333334
3.0,25.0,30.0,83.33333333333333,91.55555555555556,91.55555555555556,28.0,29.6,29.5
4.0,25.0,30.0,81.55555555555556,85.22222222222221,85.22222222222221,27.5,29.5,29.5
5.0,25.0,30.0,86.22222222222223,94.33333333333333,97.22222222222221,27.566666666666666,29.833333333333332,29.733333333333334
6.0,25.0,30.0,79.0,97.77777777777779,97.77777777777779,27.633333333333333,29.966666666666665,29.9
7.0,25.0,30.0,82.33333333333333,95.55555555555557,97.55555555555557,26.933333333333334,29.866666666666667,29.833333333333332
8.0,25.0,30.0,82.8888888888889,89.77777777777779,90.11111111111111,28.033333333333335,29.8,29.733333333333334
9.0,25.0,30.0,88.0,97.66666666666667,97.66666666666667,27.7,29.7,29.7
10.0,25.0,30.0,79.7777777777778,90.11111111111111,90.11111111111111,26.2,29.7,29.7
11.0,25.0,30.0,90.0,93.66666666666667,93.66666666666667,28.533333333333335,29.666666666666668,29.633333333333333
12.0,25.0,30.0,88.55555555555556,94.44444444444443,94.44444444444443,28.1,29.7,29.633333333333333
13.0,25.0,30.0,89.0,91.0,91.0,27.966666666666665,29.666666666666668,29.666666666666668
14.0,25.0,30.0,84.1111111111111,88.66666666666667,88.66666666666667,27.3,29.5,29.466666666666665
15.0,25.0,30.0,85.33333333333333,91.66666666666667,91.66666666666667,28.0,29.666666666666668,29.6
16.0,25.0,30.0,85.33333333333333,87.44444444444443,87.44444444444443,27.466666666666665,29.633333333333333,29.6
17.0,25.0,30.0,84.44444444444443,92.33333333333333,92.33333333333333,27.7,29.633333333333333,29.566666666666666
18.0,25.0,30.0,80.33333333333333,91.88888888888889,94.88888888888889,28.333333333333332,29.766666666666666,29.7
19.0,25.0,30.0,84.44444444444444,90.1111111111111,92.33333333333331,26.966666666666665,29.566666666666666,29.5
20.0,25.0,30.0,83.44444444444443,91.77777777777777,91.77777777777777,27.733333333333334,29.8,29.766666666666666
21.0,25.0,30.0,82.11111111111111,92.88888888888889,92.77777777777779,27.5,29.666666666666668,29.7
22.0,25.0,30.0,86.0,86.55555555555556,86.55555555555556,27.366666666666667,29.5,29.466666666666665
23.0,25.0,30.0,84.55555555555553,92.44444444444443,92.44444444444443,27.133333333333333,29.766666666666666,29.766666666666666
24.0,25.0,30.0,86.55555555555556,92.44444444444443,92.44444444444443,27.333333333333332,29.766666666666666,29.733333333333334
25.0,25.0,30.0,84.66666666666666,92.33333333333334,92.33333333333334,27.2,29.6,29.6
26.0,25.0,30.0,82.2222222222222,96.1111111111111,96.1111111111111,27.8,29.9,29.9
27.0,25.0,30.0,84.66666666666667,93.66666666666667,93.66666666666667,27.266666666666666,29.4,29.4
28.0,25.0,30.0,78.11111111111113,92.77777777777777,92.77777777777777,27.5,29.633333333333333,29.6
29.0,25.0,30.0,88.22222222222221,95.77777777777777,95.77777777777777,27.833333333333332,29.866666666666667,29.866666666666667
30.0,25.0,30.0,84.44444444444444,94.22222222222221,97.0,26.933333333333334,29.9,29.833333333333332
31.0,25.0,30.0,86.33333333333334,95.0,97.44444444444443,28.133333333333333,29.666666666666668,29.633333333333333
32.0,25.0,30.0,87.7777777777778,92.88888888888889,95.0,27.666666666666668,29.7,29.666666666666668
33.0,25.0,30.0,90.0,93.33333333333333,93.33333333333333,27.666666666666668,29.6,29.6
34.0,25.0,30.0,83.99999999999999,96.33333333333333,96.1111111111111,27.2,29.566666666666666,29.6
35.0,25.0,30.0,81.77777777777777,91.66666666666667,91.66666666666667,27.133333333333333,29.6,29.533333333333335
36.0,25.0,30.0,85.33333333333333,92.55555555555556,92.55555555555556,28.033333333333335,29.8,29.8
37.0,25.0,30.0,81.55555555555553,89.1111111111111,89.1111111111111,26.866666666666667,29.633333333333333,29.6
38.0,25.0,30.0,86.66666666666669,94.8888888888889,92.1111111111111,28.0,29.6,29.633333333333333
39.0,25.0,30.0,84.55555555555556,91.55555555555556,91.55555555555556,26.5,29.566666666666666,29.566666666666666
40.0,25.0,30.0,86.8888888888889,95.55555555555556,95.55555555555556,28.133333333333333,29.866666666666667,29.8
