Generation,Round,Node,simple_AoD,greedy_AoD,heuristic_AoD,simple_rank,greedy_rank,heuristic_rank
59.0,25.0,10.0,96.0,98.0,100.0,9.6,10.0,9.9
60.0,25.0,10.0,97.0,100.0,100.0,9.7,10.0,10.0
61.0,25.0,10.0,86.0,100.0,100.0,8.8,10.0,10.0
62.0,25.0,10.0,93.0,100.0,100.0,9.3,10.0,10.0
63.0,25.0,10.0,97.0,100.0,100.0,9.7,10.0,10.0
64.0,25.0,10.0,86.0,97.0,97.0,8.8,9.9,9.9
65.0,25.0,10.0,98.0,100.0,100.0,9.8,10.0,10.0
66.0,25.0,10.0,97.0,100.0,100.0,9.7,10.0,10.0
67.0,25.0,10.0,96.0,100.0,100.0,9.6,10.0,10.0
68.0,25.0,10.0,95.0,100.0,100.0,9.6,10.0,10.0
69.0,25.0,10.0,84.0,100.0,100.0,9.2,10.0,10.0
70.0,25.0,10.0,96.0,100.0,100.0,9.6,10.0,10.0
71.0,25.0,10.0,93.0,96.0,100.0,9.4,10.0,9.6
72.0,25.0,10.0,99.0,100.0,100.0,9.9,10.0,10.0
73.0,25.0,10.0,91.0,100.0,100.0,9.6,10.0,10.0
74.0,25.0,10.0,93.0,100.0,100.0,9.6,10.0,10.0
75.0,25.0,10.0,97.0,100.0,100.0,9.7,10.0,10.0
76.0,25.0,10.0,97.0,94.0,100.0,9.7,10.0,9.8
77.0,25.0,10.0,96.0,100.0,100.0,9.6,10.0,10.0
78.0,25.0,10.0,86.0,100.0,100.0,9.0,10.0,10.0
79.0,25.0,10.0,100.0,100.0,100.0,10.0,10.0,10.0
80.0,25.0,10.0,94.0,100.0,100.0,9.4,10.0,10.0
81.0,25.0,10.0,98.0,100.0,100.0,9.8,10.0,10.0
82.0,25.0,10.0,96.0,100.0,100.0,9.7,10.0,10.0
83.0,25.0,10.0,90.0,100.0,100.0,9.1,10.0,10.0
84.0,25.0,10.0,92.0,98.0,98.0,9.3,9.8,9.8
85.0,25.0,10.0,97.0,100.0,100.0,9.7,10.0,10.0
86.0,25.0,10.0,96.0,100.0,100.0,9.6,10.0,10.0
87.0,25.0,10.0,97.0,100.0,100.0,9.7,10.0,10.0
88.0,25.0,10.0,95.0,99.0,100.0,9.6,10.0,9.9
89.0,25.0,10.0,98.0,100.0,100.0,9.8,10.0,10.0
90.0,25.0,10.0,92.0,98.0,98.0,9.2,9.8,9.8
91.0,25.0,10.0,97.0,100.0,100.0,9.8,10.0,10.0
92.0,25.0,10.0,97.0,100.0,100.0,9.7,10.0,10.0
93.0,25.0,10.0,92.0,98.0,100.0,9.2,10.0,9.8
94.0,25.0,10.0,88.0,100.0,100.0,8.8,10.0,10.0
95.0,25.0,10.0,96.0,99.0,100.0,9.6,10.0,9.9
96.0,25.0,10.0,96.0,100.0,100.0,9.7,10.0,10.0
97.0,25.0,10.0,100.0,100.0,100.0,10.0,10.0,10.0
98.0,25.0,10.0,95.0,100.0,100.0,9.6,10.0,10.0
99.0,25.0,10.0,85.0,100.0,100.0,8.5,10.0,10.0
100.0,25.0,10.0,89.0,98.0,98.0,8.9,9.9,9.9
