Generation,Round,Node,simple_AoD,greedy_AoD,heuristic_AoD,simple_rank,greedy_rank,heuristic_rank
81.0,25.0,20.0,100.0,100.0,100.0,20.0,20.0,20.0
82.0,25.0,20.0,92.75,97.25,97.25,19.8,19.95,19.9
83.0,25.0,20.0,94.25,96.75,96.75,19.2,19.9,19.9
84.0,25.0,20.0,94.0,96.5,96.5,19.1,19.95,19.95
85.0,25.0,20.0,99.0,100.0,100.0,19.85,20.0,20.0
86.0,25.0,20.0,94.5,95.75,95.75,19.35,19.75,19.75
87.0,25.0,20.0,96.5,92.0,96.5,19.6,19.95,19.9
88.0,25.0,20.0,91.0,93.75,97.5,19.55,19.95,19.85
89.0,25.0,20.0,94.0,96.0,96.0,19.55,19.95,19.9
90.0,25.0,20.0,96.25,93.25,93.25,19.55,19.7,19.7
91.0,25.0,20.0,92.75,92.0,96.5,19.25,19.75,19.55
92.0,25.0,20.0,96.75,100.0,100.0,19.75,20.0,20.0
93.0,25.0,20.0,94.5,96.0,96.0,19.75,19.95,19.9
94.0,25.0,20.0,95.0,96.25,96.25,19.35,19.9,19.9
95.0,25.0,20.0,92.25,96.5,100.0,19.6,20.0,19.95
96.0,25.0,20.0,95.0,100.0,100.0,19.55,20.0,20.0
97.0,25.0,20.0,94.5,100.0,100.0,19.6,20.0,20.0
98.0,25.0,20.0,95.5,100.0,100.0,19.6,20.0,20.0
99.0,25.0,20.0,94.75,96.25,96.25,19.2,19.9,19.9
100.0,25.0,20.0,96.0,97.0,100.0,19.7,20.0,19.95
