Generation,Round,Node,Algorithm,added_s_overhead,added_g_overhead,added_h_overhead
1,32,11,Greedy,1400,3864,1627
1,32,11,Heuristic,1400,3864,1627
1,32,24,Simple,1960,5160,2998
1,32,25,Simple,2008,5320,2451
1,33,14,Simple,2448,5760,2820
1,33,23,Simple,2048,5320,5368
1,34,16,Simple,2984,6520,2842
1,34,21,Simple,2144,5912,3728
1,34,22,Simple,2536,6344,3662
1,35,6,Simple,2584,6488,3566
1,43,26,Simple,3232,7944,2620
1,45,10,Simple,3584,8416,3094
2,12,2,Greedy,416,1272,1380
2,12,2,Heuristic,416,1272,1380
2,12,29,Greedy,352,1328,1436
2,12,29,Heuristic,352,1328,1436
2,13,3,Greedy,472,1632,1749
2,13,3,Heuristic,472,1632,1749
2,13,4,Greedy,448,1464,1581
2,13,4,Heuristic,448,1464,1581
2,13,5,Greedy,408,1536,1653
2,13,5,Heuristic,408,1536,1653
2,13,19,Greedy,568,1352,1469
2,13,19,Heuristic,568,1352,1469
2,14,7,Greedy,560,1400,1526
2,14,7,Heuristic,560,1400,1526
2,14,16,Greedy,584,1512,1638
2,14,16,Heuristic,584,1512,1638
2,14,23,Greedy,504,1552,1678
2,14,23,Heuristic,504,1552,1678
2,15,0,Greedy,456,1768,1903
2,15,0,Heuristic,456,1768,1903
2,15,1,Greedy,464,1856,1991
2,15,1,Heuristic,464,1856,1991
2,15,13,Greedy,600,1912,2047
2,15,13,Heuristic,600,1912,2047
2,15,27,Greedy,616,1856,1991
2,15,27,Heuristic,616,1856,1991
2,16,20,Greedy,608,1688,1832
2,16,20,Heuristic,608,1688,1832
2,16,22,Greedy,544,1784,1928
2,16,22,Heuristic,544,1784,1928
2,17,6,Greedy,560,1976,2129
2,17,6,Heuristic,560,1976,2129
2,17,18,Greedy,616,2144,2297
2,17,18,Heuristic,616,2144,2297
2,17,21,Greedy,568,1976,2129
2,17,21,Heuristic,568,1976,2129
2,17,25,Greedy,640,2088,2241
2,17,25,Heuristic,640,2088,2241
2,18,15,Greedy,920,2616,2537
2,18,15,Heuristic,920,2616,2537
2,19,8,Greedy,712,2120,2291
2,19,8,Heuristic,712,2120,2291
2,19,9,Greedy,832,2504,2675
2,19,9,Heuristic,832,2504,2675
2,19,16,Simple,1096,2712,1638
2,19,28,Greedy,688,1928,2099
2,19,28,Heuristic,688,1928,2099
2,20,17,Greedy,688,2448,2387
2,20,17,Heuristic,688,2448,2387
2,21,7,Simple,1368,3080,1526
2,22,2,Simple,1536,3672,3870
2,23,4,Simple,1520,3864,4071
2,23,10,Greedy,912,2720,2927
2,23,10,Heuristic,912,2720,2927
2,23,12,Greedy,1120,3104,3311
2,23,12,Heuristic,1120,3104,3311
2,23,29,Simple,1400,3968,2183
2,24,5,Simple,1528,4176,3396
2,25,1,Simple,1480,4256,3983
2,25,18,Simple,1336,4064,3791
2,25,27,Simple,1656,4256,2738
2,26,13,Simple,1616,4552,3292
2,26,17,Simple,1160,3888,2387
2,26,20,Simple,1744,4088,4322
2,27,23,Simple,1768,4672,4915
2,27,26,Greedy,1224,3368,2631
2,28,0,Simple,1656,4888,5140
2,28,3,Simple,2096,5232,2994
2,28,6,Simple,1672,4616,4868
2,28,12,Simple,1608,4304,4556
2,29,10,Simple,1488,4160,4421
2,29,14,Greedy,1472,4320,1969
2,29,14,Heuristic,1472,4320,1969
2,29,24,Greedy,1504,3848,2751
2,29,24,Heuristic,1504,3848,2751
2,30,14,Simple,1600,4560,1969
2,30,15,Simple,2248,5496,2537
2,30,19,Simple,2328,5432,5702
2,30,22,Simple,1904,5144,5414
2,30,24,Simple,1600,4088,2751
2,31,8,Simple,1984,5000,2291
2,32,9,Simple,2152,5624,2924
2,35,26,Simple,2240,5288,2631
2,35,26,Heuristic,2240,5288,2631
2,36,11,Greedy,2576,4888,974
2,36,28,Simple,2664,6008,4589
2,39,21,Simple,2872,7256,2627
2,42,25,Simple,3080,8088,2739
2,43,11,Heuristic,3480,6568,974
2,52,11,Simple,4496,8728,974
3,11,3,Greedy,360,1248,1347
3,11,3,Heuristic,360,1248,1347
3,11,4,Greedy,384,1176,1275
3,11,4,Heuristic,384,1176,1275
3,11,16,Greedy,400,1360,1459
3,11,16,Heuristic,400,1360,1459
3,12,29,Greedy,400,1496,1604
3,12,29,Heuristic,400,1496,1604
3,13,1,Greedy,424,1512,1629
3,13,1,Heuristic,424,1512,1629
3,13,5,Greedy,496,1544,1661
3,13,5,Heuristic,496,1544,1661
3,13,7,Greedy,456,1616,1733
3,13,7,Heuristic,456,1616,1733
3,13,18,Greedy,552,1672,1789
3,13,18,Heuristic,552,1672,1789
3,14,2,Greedy,504,1720,1846
3,14,2,Heuristic,504,1720,1846
3,15,0,Greedy,464,1864,1999
3,15,0,Heuristic,464,1864,1999
3,15,10,Greedy,568,1672,1807
3,15,10,Heuristic,568,1672,1807
3,15,12,Greedy,504,1968,2103
3,15,12,Heuristic,504,1968,2103
3,15,20,Greedy,432,1672,1807
3,15,20,Heuristic,432,1672,1807
3,15,22,Greedy,616,2008,2143
3,15,22,Heuristic,616,2008,2143
3,16,6,Greedy,584,2200,2344
3,16,6,Heuristic,584,2200,2344
3,16,14,Greedy,600,1840,1984
3,16,14,Heuristic,600,1840,1984
3,16,15,Greedy,608,2144,2288
3,16,15,Heuristic,608,2144,2288
3,18,3,Simple,1048,2928,3090
3,18,9,Greedy,568,2016,2178
3,18,9,Heuristic,568,2016,2178
3,18,13,Greedy,880,2120,2282
3,18,25,Greedy,640,2104,2266
3,18,25,Heuristic,640,2104,2266
3,19,7,Simple,1064,3056,1733
3,19,8,Greedy,664,2296,2467
3,19,8,Heuristic,664,2296,2467
3,19,13,Heuristic,992,2360,2523
3,19,28,Greedy,680,2240,2411
3,19,28,Heuristic,680,2240,2411
3,21,18,Simple,1264,3592,2536
3,21,19,Greedy,1000,2768,2957
3,21,19,Heuristic,1000,2768,2957
3,21,21,Greedy,736,2472,2219
3,21,21,Heuristic,736,2472,2219
3,21,23,Greedy,928,2792,2981
3,21,23,Heuristic,928,2792,2981
3,21,24,Greedy,656,2832,2555
3,21,24,Heuristic,656,2832,2555
3,22,27,Greedy,1048,2840,2805
3,22,27,Heuristic,1048,2840,2805
3,23,6,Simple,1232,3880,4087
3,23,13,Simple,1472,3320,3519
3,23,14,Simple,1392,3520,1984
3,23,22,Simple,1360,3928,4135
3,24,1,Simple,1656,4152,3123
3,25,0,Simple,1352,4264,2995
3,25,4,Simple,1824,4536,2271
3,25,16,Simple,1824,4720,2206
3,26,9,Simple,1328,3936,4170
3,26,15,Simple,1840,4544,3782
3,26,26,Greedy,1280,3352,1504
3,27,2,Simple,2072,4840,2344
3,27,10,Simple,1768,4552,4795
3,27,27,Simple,1528,4040,2805
3,27,29,Simple,2080,5096,3347
3,28,5,Simple,2072,5144,5396
3,28,26,Simple,1504,3832,1504
3,28,26,Heuristic,1504,3832,1504
3,29,25,Simple,1792,4744,3013
3,31,8,Simple,1920,5176,2467
3,31,12,Simple,1968,5808,3597
3,31,21,Simple,1792,4872,2219
3,32,11,Greedy,1600,4128,2101
3,32,11,Heuristic,1600,4128,2101
3,32,19,Simple,2112,5408,5696
3,33,20,Simple,2152,5992,3301
3,34,23,Simple,2456,5912,5720
3,35,24,Simple,2080,6192,2555
3,35,28,Simple,2360,6080,2909
3,36,17,Simple,2504,5072,1835
3,42,17,Greedy,3168,6408,1835
3,42,17,Heuristic,3168,6408,1835
3,49,11,Simple,3760,8208,2101
4,14,13,Greedy,560,1544,1670
4,14,13,Heuristic,560,1544,1670
4,14,29,Greedy,448,1720,1846
4,14,29,Heuristic,448,1720,1846
4,15,4,Greedy,432,1824,1959
4,15,4,Heuristic,432,1824,1959
4,16,0,Greedy,440,1760,1904
4,16,0,Heuristic,440,1760,1904
4,16,1,Greedy,688,1896,2040
4,16,1,Heuristic,688,1896,2040
4,16,6,Greedy,488,1928,2072
4,16,6,Heuristic,488,1928,2072
4,16,25,Greedy,640,1728,1872
4,16,25,Heuristic,640,1728,1872
4,17,2,Greedy,896,2536,2689
4,17,2,Heuristic,896,2536,2689
4,18,5,Greedy,760,2488,2650
4,18,5,Heuristic,760,2488,2650
4,18,20,Greedy,792,2040,2202
4,18,20,Heuristic,792,2040,2202
4,18,22,Greedy,856,2528,2690
4,18,22,Heuristic,856,2528,2690
4,19,7,Greedy,808,2552,2723
4,19,7,Heuristic,808,2552,2723
4,19,18,Greedy,1000,2912,3083
4,19,18,Heuristic,1000,2912,3083
4,19,19,Greedy,856,2600,2771
4,19,19,Heuristic,856,2600,2771
4,20,16,Greedy,1152,2960,3140
4,20,16,Heuristic,1152,2960,3140
4,20,26,Greedy,752,2576,2756
4,20,26,Heuristic,752,2576,2756
4,20,27,Greedy,984,2976,3156
4,20,27,Heuristic,984,2976,3156
4,21,2,Simple,1416,3496,3685
4,21,3,Greedy,1304,3576,3765
4,21,3,Heuristic,1304,3576,3765
4,21,16,Simple,1280,3200,3389
4,21,21,Greedy,744,2480,2669
4,21,21,Heuristic,744,2480,2669
4,21,23,Greedy,968,3096,3285
4,21,23,Heuristic,968,3096,3285
4,22,4,Simple,1120,3504,3702
4,22,9,Greedy,1016,2984,3182
4,22,9,Heuristic,1016,2984,3182
4,22,12,Greedy,1112,2712,2910
4,22,12,Heuristic,1112,2712,2910
4,22,15,Greedy,1144,3104,3061
4,22,15,Heuristic,1144,3104,3061
4,23,0,Simple,1184,3440,3647
4,24,5,Simple,1344,3928,4144
4,24,13,Simple,1504,3944,4160
4,24,20,Simple,1432,3480,3696
4,25,6,Simple,1392,4088,4313
4,25,7,Simple,1416,3992,3221
4,25,22,Simple,1648,4208,4433
4,25,28,Greedy,1072,3368,3593
4,25,28,Heuristic,1072,3368,3593
4,26,3,Simple,1888,4776,4014
4,26,8,Greedy,1344,3624,3625
4,26,8,Heuristic,1344,3624,3625
4,26,10,Greedy,1280,3872,2756
4,26,14,Simple,1440,3720,2090
4,26,14,Greedy,1440,3720,2090
4,26,14,Heuristic,1440,3720,2090
4,26,29,Simple,1520,4600,3340
4,27,1,Simple,1784,4536,3534
4,27,24,Greedy,1248,3592,3361
4,27,24,Heuristic,1248,3592,3361
4,28,12,Simple,1736,4152,4155
4,29,11,Greedy,1424,3848,2357
4,29,11,Heuristic,1424,3848,2357
4,30,10,Heuristic,1760,4832,2756
4,30,18,Simple,2336,5552,5822
4,30,24,Simple,1576,4312,3361
4,30,25,Simple,2168,5088,3366
4,30,27,Simple,1920,5376,3654
4,31,8,Simple,1888,4824,3625
4,31,21,Simple,1728,4880,2918
4,32,15,Simple,2328,5504,3061
4,33,10,Simple,2080,5552,2756
4,33,17,Greedy,2072,4928,2750
4,33,17,Heuristic,2072,4928,2750
4,34,9,Simple,2336,5864,5921
4,34,28,Simple,1992,5528,4091
4,35,17,Simple,2280,5408,2750
4,35,19,Simple,2696,6440,5261
4,36,11,Simple,2208,5528,2357
4,36,23,Simple,2616,6696,5277
4,37,26,Simple,2688,6656,5246
5,12,2,Greedy,520,1400,1508
5,12,2,Heuristic,520,1400,1508
5,13,29,Greedy,560,1512,1629
5,13,29,Heuristic,560,1512,1629
5,14,1,Greedy,512,1744,1870
5,14,1,Heuristic,512,1744,1870
5,14,13,Greedy,632,1688,1814
5,14,13,Heuristic,632,1688,1814
5,14,16,Greedy,544,1592,1718
5,14,16,Heuristic,544,1592,1718
5,15,0,Greedy,496,1856,1991
5,15,0,Heuristic,496,1856,1991
5,15,3,Greedy,568,1704,1839
5,15,3,Heuristic,568,1704,1839
5,15,4,Greedy,656,1808,1943
5,15,4,Heuristic,656,1808,1943
5,15,22,Greedy,504,1776,1911
5,15,22,Heuristic,504,1776,1911
5,15,23,Greedy,448,1384,1519
5,15,23,Heuristic,448,1384,1519
5,16,7,Greedy,592,1872,2016
5,16,7,Heuristic,592,1872,2016
5,17,8,Greedy,512,1952,2105
5,17,8,Heuristic,512,1952,2105
5,17,18,Greedy,656,2192,2345
5,17,18,Heuristic,656,2192,2345
5,17,19,Greedy,688,1752,1905
5,17,19,Heuristic,688,1752,1905
5,17,20,Greedy,624,2120,2273
5,17,20,Heuristic,624,2120,2273
5,17,28,Greedy,512,1864,2017
5,17,28,Heuristic,512,1864,2017
5,18,5,Greedy,840,2456,2618
5,18,5,Heuristic,840,2456,2618
5,18,6,Greedy,728,2256,2418
5,18,6,Heuristic,728,2256,2418
5,18,10,Greedy,736,1968,2130
5,18,10,Heuristic,736,1968,2130
5,19,9,Greedy,744,2448,2619
5,19,9,Heuristic,744,2448,2619
5,19,24,Greedy,616,2136,2307
5,19,24,Heuristic,616,2136,2307
5,19,25,Greedy,712,2744,2915
5,19,25,Heuristic,712,2744,2915
5,19,27,Greedy,720,2144,2315
5,19,27,Heuristic,720,2144,2315
5,21,15,Greedy,976,2680,2387
5,21,15,Heuristic,976,2680,2387
5,22,4,Simple,1376,3488,3686
5,22,14,Greedy,1216,2944,2210
5,22,14,Heuristic,1216,2944,2210
5,22,17,Greedy,1056,2672,2163
5,22,17,Heuristic,1056,2672,2163
5,23,16,Simple,1376,3752,2216
5,23,26,Greedy,960,2328,1466
5,24,12,Greedy,1288,3240,2307
5,24,12,Heuristic,1288,3240,2307
5,24,21,Greedy,984,3256,2323
5,24,21,Heuristic,984,3256,2323
5,24,29,Simple,1544,4152,2874
5,25,2,Simple,1832,4520,3998
5,25,7,Simple,1632,4032,2514
5,26,12,Simple,1528,3720,2307
5,26,13,Simple,1816,4568,4304
5,26,18,Simple,1560,4352,3341
5,27,9,Simple,1392,4368,3864
5,27,24,Simple,1368,4056,3552
5,27,26,Heuristic,1328,3288,1466
5,28,20,Simple,1672,4760,2771
5,29,3,Simple,2112,5064,3333
5,29,6,Simple,1704,4896,4659
5,29,15,Simple,1896,4600,2387
5,29,22,Simple,1864,5136,4899
5,30,0,Simple,1848,5456,3734
5,30,1,Simple,2176,5584,4360
5,30,14,Simple,1928,4864,2210
5,30,25,Simple,1864,5384,4160
5,31,5,Simple,2472,5576,3614
5,31,21,Simple,1808,4936,2323
5,32,8,Simple,1808,5552,2105
5,32,17,Simple,2264,5072,2163
5,33,10,Simple,2232,5568,4371
5,33,26,Simple,1936,4728,1466
5,35,11,Greedy,2024,4952,1545
5,35,28,Simple,2120,6184,2515
5,36,19,Simple,2648,6312,6636
5,37,11,Simple,2264,5432,1545
5,37,11,Heuristic,2264,5432,1545
5,37,27,Simple,2688,6464,2813
5,38,23,Simple,2984,6904,6997
6,13,3,Greedy,552,1416,1533
6,13,3,Heuristic,552,1416,1533
6,13,5,Greedy,544,1472,1589
6,13,5,Heuristic,544,1472,1589
6,13,15,Greedy,568,1424,1541
6,13,15,Heuristic,568,1424,1541
6,13,29,Greedy,432,1440,1557
6,13,29,Heuristic,432,1440,1557
6,15,2,Greedy,568,1960,2095
6,15,2,Heuristic,568,1960,2095
6,15,4,Greedy,744,1920,2055
6,15,4,Heuristic,744,1920,2055
6,15,16,Greedy,568,1800,1935
6,15,16,Heuristic,568,1800,1935
6,15,18,Greedy,480,1824,1959
6,15,18,Heuristic,480,1824,1959
6,15,19,Greedy,584,1704,1839
6,15,19,Heuristic,584,1704,1839
6,16,6,Greedy,720,2056,2200
6,16,6,Heuristic,720,2056,2200
6,16,22,Greedy,704,2000,2144
6,16,22,Heuristic,704,2000,2144
6,16,23,Greedy,544,1944,2088
6,16,23,Heuristic,544,1944,2088
6,17,12,Greedy,536,2160,2313
6,17,12,Heuristic,536,2160,2313
6,17,16,Simple,808,2280,2433
6,17,20,Greedy,768,2400,2553
6,17,20,Heuristic,768,2400,2553
6,18,0,Greedy,664,2408,2570
6,18,0,Heuristic,664,2408,2570
6,18,13,Greedy,704,2096,2258
6,18,13,Heuristic,704,2096,2258
6,18,24,Greedy,496,2032,2194
6,18,24,Heuristic,496,2032,2194
6,19,14,Greedy,984,2648,2578
6,19,14,Heuristic,984,2648,2578
6,20,7,Simple,1104,2536,1543
6,20,7,Greedy,1104,2536,1543
6,20,7,Heuristic,1104,2536,1543
6,21,8,Greedy,864,2712,2901
6,21,8,Heuristic,864,2712,2901
6,21,9,Greedy,752,2592,2781
6,21,9,Heuristic,752,2592,2781
6,21,18,Simple,1120,3264,3453
6,21,29,Simple,1344,3360,3549
6,22,3,Simple,1440,3576,3774
6,22,21,Greedy,728,2560,2758
6,22,21,Heuristic,728,2560,2758
6,22,28,Greedy,736,2656,2613
6,22,28,Heuristic,736,2656,2613
6,23,1,Greedy,1344,3632,3839
6,23,1,Heuristic,1344,3632,3839
6,23,10,Greedy,888,2856,3063
6,23,10,Heuristic,888,2856,3063
6,23,13,Simple,1224,3296,3503
6,23,14,Simple,1424,3608,2578
6,23,25,Greedy,808,2864,3071
6,23,27,Greedy,1432,3128,1800
6,23,27,Heuristic,1432,3128,1800
6,24,5,Simple,1616,4112,4328
6,24,6,Simple,1640,3976,4192
6,24,11,Greedy,1256,2936,1488
6,24,11,Heuristic,1256,2936,1488
6,24,17,Greedy,1008,2688,2205
6,24,17,Heuristic,1008,2688,2205
6,24,25,Heuristic,920,3104,3071
6,25,4,Simple,1608,4320,4047
6,26,26,Greedy,1408,3552,3095
6,27,15,Simple,1888,4784,4031
6,27,17,Simple,1344,3408,2205
6,27,20,Simple,1760,4800,3798
6,28,0,Simple,1664,4808,3317
6,28,1,Simple,1816,4832,4088
6,28,10,Simple,1424,4056,4308
6,29,2,Simple,2000,5320,3091
6,29,9,Simple,1504,4512,3528
6,29,26,Simple,1712,4272,3095
6,29,26,Heuristic,1712,4272,3095
6,30,19,Simple,2056,5304,4080
6,30,22,Simple,2320,5360,5381
6,30,23,Simple,2080,5304,4080
6,31,28,Simple,1544,4816,2613
6,33,8,Simple,2136,5592,3150
6,33,25,Simple,1832,5264,3071
6,34,12,Simple,2216,6240,3807
6,35,11,Simple,2520,5576,1488
6,35,24,Simple,2192,6112,3190
6,36,21,Simple,2192,5920,3256
6,36,27,Simple,2976,6248,1800
7,13,2,Greedy,552,1640,1757
7,13,2,Heuristic,552,1640,1757
7,13,5,Greedy,384,1336,1453
7,13,5,Heuristic,384,1336,1453
7,14,0,Greedy,512,1512,1638
7,14,0,Heuristic,512,1512,1638
7,14,6,Greedy,560,1776,1902
7,14,6,Heuristic,560,1776,1902
7,14,7,Greedy,520,1592,1718
7,14,7,Heuristic,520,1592,1718
7,14,18,Greedy,488,1616,1742
7,14,18,Heuristic,488,1616,1742
7,15,16,Greedy,512,1856,1991
7,15,16,Heuristic,512,1856,1991
7,15,22,Greedy,512,1888,2023
7,15,22,Heuristic,512,1888,2023
7,16,3,Greedy,592,2072,2216
7,16,3,Heuristic,592,2072,2216
7,16,13,Greedy,608,1976,2120
7,16,13,Heuristic,608,1976,2120
7,16,15,Greedy,360,1912,2056
7,16,15,Heuristic,360,1912,2056
7,16,20,Greedy,560,1688,1832
7,16,20,Heuristic,560,1688,1832
7,17,4,Greedy,696,2304,2457
7,17,4,Heuristic,696,2304,2457
7,17,27,Greedy,480,1936,2089
7,17,27,Heuristic,480,1936,2089
7,17,29,Greedy,888,2560,2713
7,17,29,Heuristic,888,2560,2713
7,18,1,Greedy,672,2464,2626
7,18,1,Heuristic,672,2464,2626
7,18,24,Greedy,480,1952,2114
7,18,24,Heuristic,480,1952,2114
7,19,19,Greedy,600,2152,2323
7,19,19,Heuristic,600,2152,2323
7,19,23,Greedy,536,2312,2483
7,19,23,Heuristic,536,2312,2483
7,19,28,Greedy,760,2256,2427
7,19,28,Heuristic,760,2256,2427
7,20,17,Greedy,808,2576,2756
7,20,17,Heuristic,808,2576,2756
7,20,26,Greedy,952,2432,2612
7,20,26,Heuristic,952,2432,2612
7,21,9,Greedy,968,3024,3213
7,21,9,Heuristic,968,3024,3213
7,21,12,Greedy,864,2544,2098
7,21,12,Heuristic,864,2544,2098
7,21,25,Greedy,768,2808,2997
7,21,25,Heuristic,768,2808,2997
7,22,7,Simple,1376,3512,2465
7,22,8,Greedy,976,2680,2163
7,22,14,Greedy,1080,3256,1863
7,22,16,Simple,1224,3536,2489
7,22,21,Greedy,912,2760,2725
7,22,21,Heuristic,912,2760,2725
7,23,14,Heuristic,1184,3496,1863
7,23,29,Simple,1608,4000,2962
7,24,10,Greedy,1144,2880,2236
7,24,10,Heuristic,1144,2880,2236
7,25,4,Simple,1480,4224,3453
7,26,28,Simple,1400,3936,4170
7,27,8,Simple,1480,3880,2163
7,27,8,Heuristic,1480,3880,2163
7,27,24,Simple,1352,4112,2861
7,28,20,Simple,1792,4568,4571
7,29,0,Simple,2120,5112,4875
7,29,2,Simple,2552,5480,4247
7,30,3,Simple,1984,5432,2465
7,30,5,Simple,2168,5416,3196
7,30,18,Simple,2096,5456,4232
7,30,19,Simple,1568,4792,5062
7,31,23,Simple,1760,5192,5471
7,32,1,Simple,2464,5824,3373
7,32,11,Greedy,1392,4408,1923
7,32,11,Heuristic,1392,4408,1923
7,32,13,Simple,2392,5816,3614
7,33,6,Simple,2640,6336,4143
7,33,10,Simple,2056,5040,2236
7,33,12,Simple,2240,5424,2098
7,33,14,Simple,2264,5896,1863
7,34,15,Simple,2232,6232,2803
7,34,27,Simple,2040,6016,2587
7,36,25,Simple,2304,6408,3246
7,36,26,Simple,2808,6272,3608
7,37,21,Simple,2416,6360,2725
7,40,9,Simple,3032,7584,3462
7,40,11,Simple,2272,6328,1923
7,41,17,Simple,2816,7616,3005
7,45,22,Simple,3416,9088,4264
8,12,3,Greedy,400,1296,1404
8,12,3,Heuristic,400,1296,1404
8,13,0,Greedy,400,1624,1741
8,13,0,Heuristic,400,1624,1741
8,13,2,Greedy,648,1728,1845
8,13,2,Heuristic,648,1728,1845
8,14,18,Greedy,576,1736,1862
8,14,18,Heuristic,576,1736,1862
8,14,20,Greedy,408,1384,1510
8,14,20,Heuristic,408,1384,1510
8,15,23,Greedy,488,1672,1807
8,15,23,Heuristic,488,1672,1807
8,16,4,Greedy,640,1816,1960
8,16,4,Heuristic,640,1816,1960
8,16,22,Greedy,632,2144,2288
8,16,22,Heuristic,632,2144,2288
8,17,5,Greedy,808,2504,2657
8,17,5,Heuristic,808,2504,2657
8,17,7,Greedy,736,2192,2345
8,17,7,Heuristic,736,2192,2345
8,17,8,Greedy,688,2128,2281
8,17,8,Heuristic,688,2128,2281
8,17,27,Greedy,752,2184,2337
8,17,27,Heuristic,752,2184,2337
8,17,29,Greedy,808,2288,2441
8,17,29,Heuristic,808,2288,2441
8,18,1,Greedy,784,2552,2714
8,18,1,Heuristic,784,2552,2714
8,18,13,Greedy,736,2352,2514
8,18,13,Heuristic,736,2352,2514
8,18,17,Greedy,592,1872,2034
8,18,17,Heuristic,592,1872,2034
8,18,28,Greedy,712,2248,2410
8,18,28,Heuristic,712,2248,2410
8,19,2,Simple,1216,3168,3339
8,19,3,Simple,960,2976,3147
8,19,6,Greedy,928,2544,2707
8,20,6,Heuristic,1056,2784,2948
8,20,15,Greedy,1064,2696,2177
8,20,19,Greedy,864,2888,3068
8,20,19,Heuristic,864,2888,3068
8,20,25,Greedy,696,2296,2476
8,20,25,Heuristic,696,2296,2476
8,21,7,Simple,1184,3152,3341
8,21,9,Greedy,648,2512,2701
8,21,9,Heuristic,648,2512,2701
8,21,10,Greedy,864,2576,2765
8,21,10,Heuristic,864,2576,2765
8,22,0,Simple,1384,3784,3982
8,22,12,Greedy,1144,2904,3102
8,22,12,Heuristic,1144,2904,3102
8,22,15,Heuristic,1288,3176,2177
8,22,20,Simple,1264,3304,3502
8,23,5,Simple,1440,3944,3404
8,23,16,Simple,1392,2984,1913
8,23,16,Greedy,1392,2984,1913
8,23,16,Heuristic,1392,2984,1913
8,23,24,Greedy,1280,2944,2910
8,23,24,Heuristic,1280,2944,2910
8,23,27,Simple,1432,3624,3582
8,23,29,Simple,1464,3728,3935
8,24,4,Simple,1544,3736,3703
8,24,28,Simple,1416,3688,3655
8,25,1,Simple,1496,4232,3710
8,25,24,Simple,1512,3424,2910
8,26,8,Simple,1640,4288,2530
8,26,18,Simple,1856,4616,3854
8,26,26,Greedy,1168,3336,2397
8,27,6,Simple,1800,4464,4691
8,27,13,Simple,1744,4512,4755
8,27,14,Greedy,1664,4344,2916
8,27,14,Heuristic,1664,4344,2916
8,27,19,Simple,1632,4568,4811
8,27,21,Greedy,1184,3792,2605
8,27,21,Heuristic,1184,3792,2605
8,28,14,Simple,1792,4584,2916
8,28,22,Simple,1856,5024,5276
8,29,10,Simple,1704,4496,4757
8,29,11,Simple,1552,3984,2236
8,29,11,Greedy,1552,3984,2236
8,29,11,Heuristic,1552,3984,2236
8,32,9,Simple,1712,5152,4195
8,32,23,Simple,2304,5752,5293
8,34,17,Simple,2168,5712,2781
8,35,12,Simple,2544,6024,3351
