Generation,Round,Node,simple_AoD,greedy_AoD,heuristic_AoD,simple_rank,greedy_rank,heuristic_rank
45.0,25.0,40.0,71.125,75.0,75.0,35.6,38.125,38.125
46.0,25.0,40.0,71.0,74.5625,76.3125,34.675,38.525,38.4
47.0,25.0,40.0,75.0,84.25,84.25,35.025,38.775,38.725
48.0,25.0,40.0,72.625,78.6875,80.8125,33.825,38.85,38.775
49.0,25.0,40.0,74.25,79.5,81.5625,35.75,38.7,38.55
50.0,25.0,40.0,76.375,81.25,81.125,35.8,38.325,38.325
51.0,25.0,40.0,66.25,84.875,84.75,34.425,38.75,38.775
52.0,25.0,40.0,71.4375,83.375,83.75,34.825,38.775,38.7
53.0,25.0,40.0,73.375,73.25,73.25,34.925,38.475,38.4
54.0,25.0,40.0,61.9375,78.5,80.4375,31.75,38.425,38.35
55.0,25.0,40.0,73.125,78.125,78.125,35.125,38.65,38.6
56.0,25.0,40.0,70.875,80.3125,82.9375,34.275,38.9,38.8
57.0,25.0,40.0,68.0625,83.0625,83.0625,34.1,38.875,38.875
58.0,25.0,40.0,72.625,80.875,80.875,35.8,38.575,38.575
59.0,25.0,40.0,72.4375,76.5,76.4375,34.8,38.325,38.275
60.0,25.0,40.0,66.375,80.6875,80.6875,34.625,38.625,38.6
61.0,25.0,40.0,69.875,82.4375,82.4375,33.35,38.625,38.6
62.0,25.0,40.0,65.4375,76.375,78.375,33.125,38.425,38.4
63.0,25.0,40.0,72.5,79.5625,79.5625,33.775,38.675,38.675
64.0,25.0,40.0,72.5,81.75,81.8125,35.25,38.875,38.85
65.0,25.0,40.0,65.0625,78.6875,78.5,33.35,38.675,38.575
66.0,25.0,40.0,74.1875,85.0625,87.25,36.2,39.025,38.9
67.0,25.0,40.0,71.25,81.1875,81.1875,34.2,38.625,38.575
68.0,25.0,40.0,68.625,79.5,79.5,34.25,38.575,38.5
69.0,25.0,40.0,71.5,80.375,82.1875,33.85,38.625,38.6
70.0,25.0,40.0,74.3125,83.125,81.0625,35.55,38.775,38.825
71.0,25.0,40.0,69.0,75.875,75.8125,33.475,38.45,38.375
72.0,25.0,40.0,72.3125,82.3125,82.3125,33.775,38.725,38.7
73.0,25.0,40.0,73.4375,77.625,77.625,35.025,38.65,38.625
74.0,25.0,40.0,78.125,84.0,86.1875,35.4,38.875,38.775
75.0,25.0,40.0,70.75,83.5,83.5,34.9,39.0,38.975
76.0,25.0,40.0,70.0,79.9375,84.0,32.525,38.975,38.825
77.0,25.0,40.0,74.1875,84.6875,84.6875,35.25,38.45,38.45
78.0,25.0,40.0,73.5,84.875,84.875,34.75,38.875,38.8
79.0,25.0,40.0,72.125,81.25,81.25,35.025,38.5,38.4
80.0,25.0,40.0,64.9375,73.1875,75.5625,34.725,38.175,38.025
81.0,25.0,40.0,68.0,74.0,75.5625,34.8,38.175,38.15
82.0,25.0,40.0,74.375,80.6875,80.6875,33.2,38.525,38.5
83.0,25.0,40.0,79.3125,84.5625,84.5625,35.975,38.475,38.475
84.0,25.0,40.0,73.3125,81.6875,81.6875,34.8,38.425,38.4
85.0,25.0,40.0,69.0,78.875,78.875,33.2,38.475,38.475
86.0,25.0,40.0,68.375,74.375,76.0625,34.1,38.45,38.4
87.0,25.0,40.0,72.75,77.6875,77.6875,34.975,38.125,38.025
88.0,25.0,40.0,74.625,82.1875,82.1875,35.025,38.775,38.725
89.0,25.0,40.0,66.9375,86.875,86.875,35.225,38.9,38.9
90.0,25.0,40.0,74.0625,77.9375,78.0,33.65,38.525,38.5
91.0,25.0,40.0,69.625,77.8125,77.8125,35.225,38.025,37.95
92.0,25.0,40.0,71.4375,82.875,82.875,35.8,38.95,38.9
93.0,25.0,40.0,75.0625,76.125,76.125,34.6,38.75,38.75
94.0,25.0,40.0,75.0,83.625,83.625,36.425,39.05,38.95
95.0,25.0,40.0,72.375,87.625,87.625,35.875,38.975,38.975
96.0,25.0,40.0,72.125,85.25,85.25,34.775,39.05,39.0
97.0,25.0,40.0,72.5,75.625,80.0,35.3,38.5,38.375
98.0,25.0,40.0,71.875,78.75,78.75,34.375,38.275,38.275
99.0,25.0,40.0,72.25,78.1875,78.1875,34.9,38.9,38.85
100.0,25.0,40.0,69.8125,79.4375,81.4375,34.875,38.975,38.95
