Generation,Round,Node,simple_AoD,greedy_AoD,heuristic_AoD,simple_rank,greedy_rank,heuristic_rank
28.0,25.0,50.0,45.36,46.84,46.84,36.08,44.12,44.12
29.0,25.0,50.0,52.92,56.56,56.56,35.52,44.56,44.56
30.0,25.0,50.0,53.16,61.32,61.32,35.82,45.5,45.5
31.0,25.0,50.0,48.12,57.92,57.92,35.92,44.78,44.78
32.0,25.0,50.0,47.76,50.08,50.08,35.2,44.14,44.14
33.0,25.0,50.0,51.28,57.96,57.96,36.14,44.8,44.76
34.0,25.0,50.0,53.68,55.84,55.84,36.26,44.5,44.48
35.0,25.0,50.0,47.16,55.24,55.24,34.04,44.4,44.4
36.0,25.0,50.0,46.52,56.04,56.04,36.6,43.82,43.82
37.0,25.0,50.0,53.56,58.08,58.08,35.62,44.82,44.82
38.0,25.0,50.0,45.24,56.4,56.4,35.76,45.06,45.04
39.0,25.0,50.0,53.04,63.76,63.76,38.08,45.42,45.4
40.0,25.0,50.0,49.56,52.12,52.12,37.32,44.66,44.66
41.0,25.0,50.0,46.72,55.72,55.72,36.18,44.72,44.72
42.0,25.0,50.0,47.92,57.8,57.8,34.2,44.62,44.62
43.0,25.0,50.0,51.56,54.36,54.36,35.34,44.76,44.76
44.0,25.0,50.0,49.8,57.96,57.96,36.06,44.92,44.9
45.0,25.0,50.0,54.72,59.72,59.72,36.72,45.08,45.08
46.0,25.0,50.0,49.84,51.92,51.92,35.96,44.42,44.42
47.0,25.0,50.0,53.04,51.56,51.56,34.38,43.38,43.38
48.0,25.0,50.0,44.48,62.04,62.04,34.94,45.02,45.02
49.0,25.0,50.0,52.44,55.4,55.4,34.1,44.58,44.54
50.0,25.0,50.0,50.08,61.08,61.08,35.88,44.62,44.62
51.0,25.0,50.0,50.56,52.64,52.64,34.52,43.54,43.52
52.0,25.0,50.0,46.4,55.96,55.96,34.7,44.18,44.16
53.0,25.0,50.0,53.48,55.84,55.76,36.72,44.3,44.34
54.0,25.0,50.0,49.08,60.6,60.6,36.34,45.1,45.08
55.0,25.0,50.0,51.24,58.08,58.08,34.44,44.34,44.34
56.0,25.0,50.0,42.08,51.52,51.52,34.86,44.86,44.86
57.0,25.0,50.0,47.8,54.2,54.2,35.72,44.58,44.58
58.0,25.0,50.0,50.64,54.6,54.6,36.08,44.72,44.72
59.0,25.0,50.0,54.24,60.44,60.44,38.1,44.68,44.68
60.0,25.0,50.0,50.04,56.44,56.44,33.9,44.66,44.64
61.0,25.0,50.0,53.4,57.76,57.76,35.96,44.38,44.38
62.0,25.0,50.0,43.92,54.04,54.04,32.38,44.74,44.74
63.0,25.0,50.0,58.92,58.64,58.64,38.12,45.06,45.02
64.0,25.0,50.0,49.08,53.64,53.64,36.94,44.0,43.98
65.0,25.0,50.0,47.28,57.64,61.36,37.38,44.64,44.6
66.0,25.0,50.0,51.84,57.72,57.72,35.9,45.1,45.08
67.0,25.0,50.0,50.2,59.64,59.64,34.94,44.58,44.54
68.0,25.0,50.0,50.84,59.72,59.72,34.46,44.5,44.5
69.0,25.0,50.0,47.6,57.96,57.96,35.68,44.22,44.22
70.0,25.0,50.0,48.68,53.6,53.6,36.2,44.4,44.4
71.0,25.0,50.0,43.6,55.04,55.04,35.62,44.48,44.48
72.0,25.0,50.0,46.8,55.2,55.2,35.88,44.42,44.4
73.0,25.0,50.0,50.16,58.4,58.4,35.46,44.56,44.54
74.0,25.0,50.0,49.8,55.68,55.68,34.2,44.56,44.56
75.0,25.0,50.0,54.48,54.6,54.6,37.16,44.28,44.28
76.0,25.0,50.0,50.56,57.52,57.52,35.92,44.42,44.42
77.0,25.0,50.0,55.12,53.52,53.52,37.66,44.34,44.34
78.0,25.0,50.0,54.8,63.04,63.04,35.9,44.78,44.78
79.0,25.0,50.0,49.32,58.24,58.24,35.6,44.5,44.48
80.0,25.0,50.0,48.84,62.56,62.56,36.4,44.92,44.92
81.0,25.0,50.0,53.32,51.52,51.52,38.16,44.16,44.16
82.0,25.0,50.0,47.04,54.96,54.96,37.22,44.16,44.16
83.0,25.0,50.0,48.6,59.84,59.84,36.5,44.5,44.48
84.0,25.0,50.0,45.68,58.16,58.16,34.54,44.84,44.84
85.0,25.0,50.0,47.8,50.64,50.64,35.66,44.26,44.26
86.0,25.0,50.0,46.16,59.92,59.92,37.12,44.5,44.5
87.0,25.0,50.0,46.44,55.2,55.2,36.62,44.16,44.16
88.0,25.0,50.0,53.24,59.16,59.16,36.94,44.38,44.38
89.0,25.0,50.0,50.24,53.8,53.8,35.58,44.44,44.42
90.0,25.0,50.0,43.88,52.08,53.92,34.66,44.34,44.32
91.0,25.0,50.0,51.32,60.04,60.04,35.9,44.76,44.74
92.0,25.0,50.0,46.28,56.72,56.72,36.48,44.76,44.76
93.0,25.0,50.0,52.12,57.64,57.64,35.06,44.6,44.6
94.0,25.0,50.0,55.04,58.28,58.28,35.28,44.74,44.72
95.0,25.0,50.0,46.24,53.76,54.32,34.24,44.06,44.02
96.0,25.0,50.0,52.48,56.32,56.32,37.32,44.08,44.08
97.0,25.0,50.0,49.28,63.2,63.2,35.22,45.32,45.3
98.0,25.0,50.0,50.44,52.48,52.48,34.08,44.22,44.22
99.0,25.0,50.0,49.68,55.0,55.0,35.22,44.52,44.52
100.0,25.0,50.0,50.88,56.4,56.4,36.6,45.04,45.04
