Generation,Round,Node,Algorithm,added_s_overhead,added_g_overhead,added_h_overhead
1,26,5,Simple,2200,5672,5906
1,26,20,Simple,1840,4872,5106
1,26,36,Greedy,1352,4080,4314
1,26,36,Heuristic,1352,4080,4314
1,27,0,Simple,1824,5104,4376
1,27,0,Heuristic,1824,5104,4376
1,27,2,Simple,1896,5800,6043
1,27,15,Simple,1984,5456,5699
1,27,17,Simple,2288,6560,6474
1,28,3,Greedy,1824,5552,5804
1,28,3,Heuristic,1824,5552,5804
1,28,6,Simple,1872,5696,5948
1,28,8,Simple,2136,5528,5122
1,28,30,Simple,2136,6024,3973
1,29,34,Greedy,1776,5224,3944
1,29,34,Heuristic,1776,5224,3944
1,30,4,Simple,1928,5056,2741
1,30,4,Greedy,1928,5056,2741
1,30,14,Simple,2440,6392,6333
1,30,23,Greedy,1984,5312,4948
1,30,23,Heuristic,1984,5312,4948
1,30,35,Simple,2104,5784,4080
1,30,36,Simple,1928,5360,5630
1,31,1,Simple,2640,6600,3356
1,31,9,Simple,2608,7152,5786
1,31,12,Simple,2456,6312,6591
1,31,21,Simple,2576,7008,5313
1,31,37,Simple,2576,7064,5698
1,32,4,Heuristic,2248,5696,2741
1,32,11,Simple,2592,6880,4865
1,32,27,Simple,2328,6168,6456
1,32,28,Simple,2592,6752,7040
1,33,19,Simple,2784,7528,5522
1,33,29,Simple,2344,6496,3254
1,34,10,Simple,3160,8120,6452
1,34,22,Simple,2952,6904,5565
1,37,3,Simple,3056,8432,6462
1,38,23,Simple,3184,7872,4948
1,38,25,Simple,3696,9120,9462
1,39,13,Simple,3304,9016,9367
1,39,31,Simple,3472,8880,9231
1,39,38,Simple,3680,8800,4216
1,40,39,Simple,3800,9960,7030
1,41,16,Greedy,3232,7464,3594
1,41,24,Simple,4096,9680,4785
1,41,34,Simple,3720,9064,3944
1,43,16,Heuristic,3504,8104,3594
1,47,16,Simple,4128,9384,3594
1,49,33,Greedy,3640,8824,2350
1,51,7,Simple,4344,9816,2792
1,51,7,Greedy,4344,9816,2792
1,54,7,Heuristic,4880,10776,2792
1,58,33,Simple,5072,11704,2350
1,58,33,Heuristic,5072,11704,2350
2,15,26,Greedy,728,2232,2367
2,15,26,Heuristic,728,2232,2367
2,15,32,Greedy,728,2024,2159
2,15,32,Heuristic,728,2024,2159
2,16,5,Greedy,768,2240,2384
2,16,5,Heuristic,768,2240,2384
2,16,10,Greedy,736,2512,2656
2,16,10,Heuristic,736,2512,2656
2,17,3,Greedy,816,2440,2593
2,17,3,Heuristic,816,2440,2593
2,17,17,Greedy,672,2928,3081
2,17,17,Heuristic,672,2928,3081
2,17,21,Greedy,808,2496,2649
2,17,21,Heuristic,808,2496,2649
2,17,31,Greedy,632,2584,2737
2,17,31,Heuristic,632,2584,2737
2,17,37,Greedy,1048,2888,3041
2,17,37,Heuristic,1048,2888,3041
2,17,39,Greedy,736,2552,2705
2,17,39,Heuristic,736,2552,2705
2,18,2,Greedy,696,2576,2738
2,18,2,Heuristic,696,2576,2738
2,18,6,Greedy,808,2760,2922
2,18,6,Heuristic,808,2760,2922
2,18,11,Greedy,904,2600,2762
2,18,11,Heuristic,904,2600,2762
2,18,13,Greedy,672,2696,2858
2,18,13,Heuristic,672,2696,2858
2,18,18,Greedy,880,2720,2882
2,18,18,Heuristic,880,2720,2882
2,19,8,Greedy,1336,2856,3027
2,19,8,Heuristic,1336,2856,3027
2,19,9,Greedy,896,3208,3379
2,19,9,Heuristic,896,3208,3379
2,19,28,Greedy,952,2944,3115
2,19,28,Heuristic,952,2944,3115
2,20,1,Greedy,912,3688,3868
2,20,1,Heuristic,912,3688,3868
2,20,14,Greedy,1080,3544,3724
2,20,14,Heuristic,1080,3544,3724
2,20,29,Greedy,1008,2920,3100
2,20,29,Heuristic,1008,2920,3100
2,21,17,Simple,1176,4208,4397
2,21,19,Greedy,1112,3664,3853
2,21,19,Heuristic,1112,3664,3853
2,21,23,Greedy,1024,3408,2369
2,21,23,Heuristic,1024,3408,2369
2,21,30,Greedy,1096,3576,3444
2,21,30,Heuristic,1096,3576,3444
2,22,25,Greedy,1048,3768,3966
2,22,25,Heuristic,1048,3768,3966
2,23,15,Greedy,1256,3992,2722
2,23,15,Heuristic,1256,3992,2722
2,23,35,Greedy,1280,4080,4287
2,23,35,Heuristic,1280,4080,4287
2,23,38,Greedy,1296,3728,3935
2,23,38,Heuristic,1296,3728,3935
2,24,4,Greedy,1344,3856,2531
2,24,4,Heuristic,1344,3856,2531
2,24,20,Greedy,1544,3560,3776
2,24,20,Heuristic,1544,3560,3776
2,24,22,Greedy,1552,4256,4472
2,24,24,Greedy,1512,4064,4280
2,24,24,Heuristic,1512,4064,4280
2,24,36,Greedy,1776,4016,4232
2,24,36,Heuristic,1776,4016,4232
2,26,22,Heuristic,1808,4896,5114
2,26,37,Simple,2232,5768,4028
2,27,10,Simple,2240,6032,5946
2,27,14,Simple,1880,5784,6027
2,27,18,Simple,2208,5600,3869
2,28,9,Simple,2040,6088,4366
2,28,32,Simple,2560,6184,6436
2,29,20,Simple,2312,5160,5421
2,29,26,Simple,2688,6712,6973
2,29,34,Greedy,1960,5344,4658
2,30,2,Simple,2520,6416,4712
2,30,5,Simple,2616,6720,6990
2,30,6,Simple,2392,6600,6870
2,30,12,Greedy,2408,5240,5486
2,30,12,Heuristic,2408,5240,5486
2,30,16,Greedy,2040,4960,5230
2,30,16,Heuristic,2040,4960,5230
2,30,25,Simple,1944,6328,6598
2,30,27,Greedy,1480,5464,5726
2,31,1,Simple,2664,7208,4526
2,31,3,Simple,2792,6920,4567
2,31,22,Simple,2456,6496,6759
2,31,28,Simple,2568,6784,4760
2,31,38,Simple,2352,6288,4922
2,31,39,Simple,2664,7032,4679
2,32,8,Simple,3184,7016,6646
2,32,15,Simple,2560,6872,2722
2,32,30,Simple,2664,7096,3444
2,33,27,Heuristic,1864,6424,6689
2,34,21,Simple,3152,7936,4952
2,34,34,Heuristic,2656,6944,4658
2,34,36,Simple,3120,7216,6206
2,36,19,Simple,3256,8464,4511
2,37,0,Simple,3408,7288,3840
2,37,13,Simple,3160,8776,9109
2,37,29,Simple,3520,8360,4416
2,39,23,Simple,3520,9168,2369
2,39,24,Simple,3640,8864,6254
2,39,35,Simple,3392,9200,7577
2,40,33,Greedy,3056,7504,2678
2,40,34,Simple,3448,8864,4658
2,41,4,Simple,3688,9296,2531
2,42,0,Greedy,4232,8848,3840
2,42,0,Heuristic,4232,8848,3840
2,43,7,Greedy,3000,7648,4993
2,43,11,Simple,4280,10600,4407
2,43,12,Simple,4512,9400,5486
2,45,16,Simple,4248,9760,5230
2,45,31,Simple,4120,11544,11949
2,45,33,Simple,3808,9104,2678
2,45,33,Heuristic,3808,9104,2678
2,46,7,Heuristic,3368,8608,4993
2,49,7,Simple,3808,9568,4993
2,54,27,Simple,5056,13144,10966
3,15,10,Greedy,568,1928,2063
3,15,10,Heuristic,568,1928,2063
3,15,17,Greedy,760,2328,2463
3,15,17,Heuristic,760,2328,2463
3,16,5,Greedy,736,2496,2640
3,16,5,Heuristic,736,2496,2640
3,16,9,Greedy,808,2728,2872
3,16,9,Heuristic,808,2728,2872
3,16,14,Greedy,656,2472,2616
3,16,14,Heuristic,656,2472,2616
3,16,18,Greedy,624,2536,2680
3,16,18,Heuristic,624,2536,2680
3,16,32,Greedy,744,2336,2480
3,16,32,Heuristic,744,2336,2480
3,17,1,Greedy,936,2656,2809
3,17,1,Heuristic,936,2656,2809
3,18,26,Greedy,1088,2984,3146
3,18,26,Heuristic,1088,2984,3146
3,19,3,Greedy,1048,2896,3067
3,19,3,Heuristic,1048,2896,3067
3,19,8,Greedy,1112,3192,3363
3,19,8,Heuristic,1112,3192,3363
3,19,21,Greedy,920,2776,2947
3,19,21,Heuristic,920,2776,2947
3,20,6,Greedy,1312,3256,3436
3,20,6,Heuristic,1312,3256,3436
3,20,12,Greedy,904,2952,3132
3,20,12,Heuristic,904,2952,3132
3,20,25,Greedy,1080,3160,3340
3,20,25,Heuristic,1080,3160,3340
3,20,31,Greedy,584,2768,2948
3,20,31,Heuristic,584,2768,2948
3,20,37,Greedy,1176,3560,3419
3,20,37,Heuristic,1176,3560,3419
3,21,22,Greedy,1192,3440,3629
3,21,22,Heuristic,1192,3440,3629
3,22,2,Greedy,1480,4464,4662
3,22,2,Heuristic,1480,4464,4662
3,22,13,Greedy,1384,3688,3886
3,22,13,Heuristic,1384,3688,3886
3,22,30,Greedy,1312,4280,4478
3,22,30,Heuristic,1312,4280,4478
3,22,35,Greedy,984,3704,3902
3,22,35,Heuristic,984,3704,3902
3,23,15,Greedy,1528,4088,4295
3,23,15,Heuristic,1528,4088,4295
3,23,17,Simple,1872,4888,5095
3,23,24,Greedy,1240,3536,3743
3,23,24,Heuristic,1240,3536,3743
3,23,27,Greedy,872,3416,3623
3,23,27,Heuristic,872,3416,3623
3,24,4,Greedy,1576,4240,4456
3,24,4,Heuristic,1576,4240,4456
3,24,9,Simple,1872,5288,4846
3,24,11,Greedy,1432,4120,4336
3,24,11,Heuristic,1432,4120,4336
3,24,36,Greedy,1048,3952,4168
3,24,36,Heuristic,1048,3952,4168
3,25,19,Greedy,1664,4600,4504
3,25,19,Heuristic,1664,4600,4504
3,25,21,Simple,1752,4696,4921
3,25,28,Greedy,1624,4456,4360
3,25,28,Heuristic,1624,4456,4360
3,25,38,Greedy,1328,4048,4265
3,26,0,Greedy,1896,4688,4922
3,26,0,Heuristic,1896,4688,4922
3,26,1,Simple,2136,5536,5441
3,26,38,Heuristic,1464,4368,4586
3,27,39,Greedy,1768,4832,5075
3,27,39,Heuristic,1768,4832,5075
3,28,25,Simple,2192,5720,5972
3,29,20,Greedy,2424,5824,5138
3,29,20,Heuristic,2424,5824,5138
3,31,5,Simple,2920,7296,6917
3,31,11,Simple,2528,6360,4665
3,31,13,Simple,2704,6568,6847
3,31,15,Simple,2736,6648,4624
3,31,26,Simple,3008,7144,5778
3,31,34,Greedy,2264,5672,3037
3,31,34,Heuristic,2264,5672,3037
3,31,37,Simple,2712,7080,3419
3,33,16,Greedy,2160,5816,3376
3,33,16,Heuristic,2160,5816,3376
3,33,24,Simple,2736,6736,7033
3,34,19,Simple,3064,7480,4504
3,34,31,Simple,2352,7248,7554
3,34,35,Simple,2600,7544,4889
3,35,18,Simple,3248,8616,4654
3,35,29,Simple,2848,6232,3023
3,35,29,Greedy,2848,6232,3023
3,36,3,Simple,3416,8336,8660
3,36,7,Greedy,2176,6520,2991
3,36,7,Heuristic,2176,6520,2991
3,36,8,Simple,3424,8632,6653
3,36,12,Simple,3264,8072,7409
3,36,16,Simple,2632,6776,3376
3,36,29,Heuristic,2992,6552,3023
3,37,23,Simple,3008,6984,4315
3,37,23,Greedy,3008,6984,4315
3,37,23,Heuristic,3008,6984,4315
3,38,0,Simple,3728,8528,5909
3,38,20,Simple,3800,8704,5138
3,38,27,Simple,2912,8216,7900
3,38,28,Simple,3608,8616,4360
3,38,32,Simple,3840,9376,6757
3,38,36,Simple,2888,8432,7129
3,38,39,Simple,3472,8352,8365
3,39,14,Simple,3720,9832,7551
3,40,2,Simple,4288,10224,5649
3,40,10,Simple,4032,9928,6011
3,41,30,Simple,4048,10360,4478
3,42,4,Simple,4256,10000,4785
3,42,6,Simple,4496,10296,7055
3,42,33,Greedy,3032,7688,2718
3,42,33,Heuristic,3032,7688,2718
3,42,38,Simple,3728,9488,4915
3,43,7,Simple,3136,8760,2991
3,44,34,Simple,4072,9832,3037
3,45,22,Simple,4936,11120,6919
3,52,33,Simple,4576,10888,2718
4,14,17,Greedy,568,2024,2150
4,14,17,Heuristic,568,2024,2150
4,14,26,Greedy,504,1920,2046
4,14,26,Heuristic,504,1920,2046
4,15,2,Greedy,672,2280,2415
4,15,2,Heuristic,672,2280,2415
4,15,18,Greedy,736,2296,2431
4,15,18,Heuristic,736,2296,2431
4,15,32,Greedy,568,2168,2303
4,15,32,Heuristic,568,2168,2303
4,16,5,Greedy,648,2472,2616
4,16,5,Heuristic,648,2472,2616
4,16,9,Greedy,720,2600,2744
4,16,9,Heuristic,720,2600,2744
4,16,21,Greedy,712,2752,2896
4,16,21,Heuristic,712,2752,2896
4,17,10,Greedy,792,2520,2673
4,17,10,Heuristic,792,2520,2673
4,17,14,Greedy,792,2864,3017
4,17,14,Heuristic,792,2864,3017
4,18,1,Greedy,872,2600,2762
4,18,1,Heuristic,872,2600,2762
4,19,19,Greedy,936,3072,3243
4,19,19,Heuristic,936,3072,3243
4,19,37,Greedy,904,2968,2818
4,19,37,Heuristic,904,2968,2818
4,19,38,Greedy,544,2848,3019
4,19,38,Heuristic,544,2848,3019
4,19,39,Greedy,728,2888,3059
4,19,39,Heuristic,728,2888,3059
4,20,30,Greedy,1296,3464,3644
4,20,30,Heuristic,1296,3464,3644
4,21,8,Greedy,984,3664,3853
4,21,8,Heuristic,984,3664,3853
4,21,20,Greedy,1240,3648,3837
4,21,20,Heuristic,1240,3648,3837
4,21,25,Greedy,936,3512,3701
4,21,25,Heuristic,936,3512,3701
4,21,31,Greedy,784,2824,3013
4,21,31,Heuristic,784,2824,3013
4,22,4,Greedy,1248,3496,3694
4,22,4,Heuristic,1248,3496,3694
4,22,13,Greedy,1072,3584,3782
4,22,13,Heuristic,1072,3584,3782
4,22,15,Greedy,1264,3784,3982
4,22,15,Heuristic,1264,3784,3982
4,22,23,Greedy,920,3504,3702
4,22,23,Heuristic,920,3504,3702
4,22,35,Greedy,1128,3184,3382
4,22,35,Heuristic,1128,3184,3382
4,23,0,Greedy,1352,4040,3605
4,23,0,Heuristic,1352,4040,3605
4,23,5,Simple,1632,4712,4919
4,23,17,Simple,1904,4904,4782
4,23,28,Greedy,1368,3720,3927
4,23,28,Heuristic,1368,3720,3927
4,23,37,Simple,1480,4248,2818
4,24,6,Greedy,1272,4264,4480
4,24,6,Heuristic,1272,4264,4480
4,24,24,Greedy,1560,4384,4600
4,24,24,Heuristic,1560,4384,4600
4,25,3,Greedy,1600,4856,4118
4,25,3,Heuristic,1600,4856,4118
4,25,12,Greedy,1392,4304,4529
4,25,12,Heuristic,1392,4304,4529
4,26,2,Simple,1912,5800,5376
4,26,26,Simple,2264,5760,5007
4,27,0,Simple,2072,5320,3605
4,27,9,Simple,2096,6120,4718
4,27,20,Simple,2152,5568,4495
4,27,21,Simple,2208,6272,6515
4,27,27,Greedy,1544,4120,4363
4,27,27,Heuristic,1544,4120,4363
4,27,29,Greedy,1776,5088,4400
4,27,29,Heuristic,1776,5088,4400
4,27,32,Simple,2312,6008,4935
4,28,8,Simple,1912,5904,6156
4,28,11,Greedy,1808,5008,3382
4,28,11,Heuristic,1808,5008,3382
4,29,1,Simple,2416,6120,3749
4,29,24,Simple,2264,5984,5587
4,30,6,Simple,2040,6184,6454
4,30,13,Simple,2184,6144,6414
4,30,30,Simple,2680,6664,4960
4,30,36,Greedy,1896,5368,5606
4,30,36,Heuristic,1896,5368,5606
4,31,12,Simple,2280,6224,6503
4,31,16,Greedy,1904,5296,5254
4,31,16,Heuristic,1904,5296,5254
4,31,19,Simple,2560,6912,6204
4,31,22,Greedy,2184,6368,6575
4,32,4,Simple,2480,6696,4352
4,32,15,Simple,2784,6984,5956
4,32,25,Simple,2512,7032,7320
4,33,7,Greedy,1792,5448,3899
4,33,7,Heuristic,1792,5448,3899
4,33,11,Simple,2464,6608,3382
4,33,29,Simple,2632,7008,4400
4,33,33,Greedy,1712,5616,2806
4,33,35,Simple,2808,6704,5356
4,34,10,Simple,3048,7960,8266
4,34,28,Simple,2776,7240,6230
4,34,31,Simple,2672,6984,6961
4,34,34,Greedy,2056,5928,6194
4,35,3,Simple,2888,8056,4118
4,35,14,Simple,3352,8624,8939
4,35,18,Simple,3432,8696,4076
4,35,22,Heuristic,2744,7648,7835
4,35,34,Heuristic,2152,6248,6515
4,36,36,Simple,2792,7288,5935
4,37,22,Simple,3040,8288,7835
4,38,39,Simple,3072,8968,5033
4,39,16,Simple,2992,7856,5254
4,39,34,Simple,2728,7528,6515
4,40,33,Heuristic,2712,7856,2806
4,40,38,Simple,3560,9568,8283
4,41,27,Simple,3600,8600,6337
4,42,23,Simple,3832,9904,4689
4,45,7,Simple,3624,9288,3899
4,46,33,Simple,3656,9776,2806
5,15,17,Greedy,680,2264,2399
5,15,17,Heuristic,680,2264,2399
5,15,18,Greedy,864,2120,2255
5,15,18,Heuristic,864,2120,2255
5,15,32,Greedy,888,2312,2447
5,15,32,Heuristic,888,2312,2447
5,16,9,Greedy,760,2400,2544
5,16,9,Heuristic,760,2400,2544
5,16,26,Greedy,888,2256,2400
5,16,26,Heuristic,888,2256,2400
5,16,30,Greedy,840,2232,2376
5,16,30,Heuristic,840,2232,2376
5,17,1,Greedy,664,2384,2537
5,17,1,Heuristic,664,2384,2537
5,17,2,Greedy,608,2392,2545
5,17,2,Heuristic,608,2392,2545
5,17,5,Greedy,736,2624,2777
5,17,5,Heuristic,736,2624,2777
5,18,0,Greedy,984,2752,2914
5,18,0,Heuristic,984,2752,2914
5,19,6,Greedy,672,2896,3067
5,19,6,Heuristic,672,2896,3067
5,19,10,Greedy,1032,2904,3075
5,19,10,Heuristic,1032,2904,3075
5,19,15,Greedy,1144,2744,2915
5,19,15,Heuristic,1144,2744,2915
5,19,25,Greedy,928,2824,2995
5,19,25,Heuristic,928,2824,2995
5,19,31,Greedy,872,2648,2819
5,19,31,Heuristic,872,2648,2819
5,19,37,Greedy,880,2896,3067
5,19,37,Heuristic,880,2896,3067
5,20,8,Greedy,1096,3032,3212
5,20,8,Heuristic,1096,3032,3212
5,20,11,Greedy,1112,3336,3516
5,20,19,Greedy,1112,3104,3284
5,20,19,Heuristic,1112,3104,3284
5,20,21,Greedy,1224,3432,3612
5,20,21,Heuristic,1224,3432,3612
5,21,11,Heuristic,1208,3656,3837
5,21,23,Greedy,1176,3072,3261
5,21,23,Heuristic,1176,3072,3261
5,21,35,Greedy,1248,3232,3413
5,21,35,Heuristic,1248,3232,3413
5,21,36,Greedy,1032,3072,3261
5,21,36,Heuristic,1032,3072,3261
5,22,3,Greedy,1440,3720,3918
5,22,3,Heuristic,1440,3720,3918
5,22,13,Greedy,1072,3768,3966
5,22,13,Heuristic,1072,3768,3966
5,22,14,Greedy,1288,3856,4054
5,22,14,Heuristic,1288,3856,4054
5,22,24,Greedy,1272,3744,3942
5,22,24,Heuristic,1272,3744,3942
5,22,28,Greedy,1088,3128,3326
5,22,28,Heuristic,1088,3128,3326
5,23,5,Simple,1616,4544,4751
5,23,22,Greedy,1192,3600,3807
5,23,39,Greedy,1448,3688,3895
5,23,39,Heuristic,1448,3688,3895
5,24,12,Greedy,1248,3808,4016
5,24,12,Heuristic,1248,3808,4016
5,24,20,Simple,1920,4160,3124
5,24,20,Greedy,1920,4160,3124
5,24,32,Simple,2232,5192,5408
5,25,0,Simple,1968,4992,5217
5,25,4,Greedy,1440,4352,3678
5,25,4,Heuristic,1440,4352,3678
5,25,20,Heuristic,2056,4480,3124
5,26,8,Simple,1888,4952,4857
5,26,18,Simple,2232,5640,4558
5,27,2,Simple,1832,5592,5177
5,27,22,Heuristic,1720,4880,5091
5,27,28,Simple,1728,4728,4313
5,27,30,Simple,2352,5752,4350
5,27,38,Greedy,1664,4320,4563
5,28,38,Heuristic,1792,4640,4563
5,29,15,Simple,2720,5944,3902
5,29,24,Simple,2136,5984,6245
5,29,29,Greedy,1856,5408,3550
5,30,13,Simple,2216,6328,6598
5,30,16,Greedy,1944,4952,3408
5,30,21,Simple,2688,6632,6902
5,30,27,Greedy,1984,4648,4918
5,30,27,Heuristic,1984,4648,4918
5,30,29,Heuristic,1960,5728,3550
5,30,36,Simple,2400,5952,6222
5,31,4,Simple,2264,6272,3678
5,31,12,Simple,2160,6048,6319
5,31,14,Simple,2592,6736,7015
5,32,3,Simple,2984,6920,4247
5,32,6,Simple,2496,7056,7344
5,32,26,Simple,3440,7376,3387
5,32,39,Simple,2808,6568,5540
5,33,16,Heuristic,2360,5912,3408
5,33,23,Simple,2816,6912,3919
5,33,29,Simple,2448,6688,3550
5,34,9,Simple,3512,8160,4518
5,34,31,Simple,3056,7448,7754
5,35,17,Simple,3952,8664,4044
5,35,27,Simple,2800,6248,6563
5,36,10,Simple,3560,8344,6036
5,36,11,Simple,3392,8456,3837
5,36,34,Simple,2600,5216,3251
5,36,35,Simple,3472,8032,6374
5,37,1,Simple,3720,8784,3524
5,37,16,Simple,2992,7192,3408
5,37,22,Simple,3256,8080,8381
5,37,37,Simple,3432,8656,3396
5,37,38,Simple,3128,7520,4563
5,39,25,Simple,3784,9224,9575
5,40,19,Simple,4216,9504,3613
5,40,34,Greedy,3320,6352,3251
5,41,33,Greedy,2960,7840,2766
5,41,34,Heuristic,3440,6672,3251
5,42,7,Greedy,3296,7664,4566
5,42,33,Heuristic,3120,8160,2766
5,44,7,Simple,3568,8304,4566
5,45,7,Heuristic,3744,8624,4566
5,46,33,Simple,3736,9440,2766
6,16,10,Greedy,800,2416,2560
6,16,10,Heuristic,800,2416,2560
6,16,18,Greedy,680,2432,2576
6,16,18,Heuristic,680,2432,2576
6,16,28,Greedy,832,2608,2752
6,16,28,Heuristic,832,2608,2752
6,17,32,Greedy,768,2592,2745
6,17,32,Heuristic,768,2592,2745
6,18,8,Greedy,880,2992,3154
6,18,8,Heuristic,880,2992,3154
6,18,14,Greedy,984,2536,2698
6,18,14,Heuristic,984,2536,2698
6,19,6,Greedy,904,2944,3115
6,19,6,Heuristic,904,2944,3115
6,19,30,Greedy,1112,3104,3275
6,19,30,Heuristic,1112,3104,3275
6,20,2,Greedy,1008,3136,3316
6,20,2,Heuristic,1008,3136,3316
6,20,5,Greedy,1168,3400,3580
6,20,5,Heuristic,1168,3400,3580
6,20,19,Greedy,1024,2800,2980
6,20,19,Heuristic,1024,2800,2980
6,20,21,Greedy,1048,3288,3468
6,20,21,Heuristic,1048,3288,3468
6,20,26,Greedy,1144,3176,3356
6,20,26,Heuristic,1144,3176,3356
6,20,35,Greedy,784,2976,3156
6,20,35,Heuristic,784,2976,3156
6,21,1,Greedy,1152,3936,4125
6,21,1,Heuristic,1152,3936,4125
6,21,4,Greedy,1144,3440,3308
6,21,4,Heuristic,1144,3440,3308
6,21,9,Greedy,1088,4088,4277
6,21,9,Heuristic,1088,4088,4277
6,21,17,Greedy,1136,4176,4365
6,21,17,Heuristic,1136,4176,4365
6,21,31,Greedy,856,3312,3501
6,21,31,Heuristic,856,3312,3501
6,22,11,Greedy,1072,3640,3838
6,22,11,Heuristic,1072,3640,3838
6,22,23,Greedy,1216,3544,3742
6,22,23,Heuristic,1216,3544,3742
6,22,37,Greedy,1424,4344,4221
6,22,37,Heuristic,1424,4344,4221
6,23,20,Greedy,1512,4152,4359
6,23,20,Heuristic,1512,4152,4359
6,23,29,Greedy,1296,3624,3831
6,23,29,Heuristic,1296,3624,3831
6,23,36,Greedy,1288,3784,3991
6,23,36,Heuristic,1288,3784,3991
6,24,25,Greedy,1208,4312,4528
6,24,25,Heuristic,1208,4312,4528
6,24,32,Simple,1552,4832,5048
6,24,39,Greedy,1456,4104,4320
6,24,39,Heuristic,1456,4104,4320
6,25,15,Greedy,1488,4336,4561
6,25,15,Heuristic,1488,4336,4561
6,26,3,Greedy,1824,5056,4969
6,26,3,Heuristic,1824,5056,4969
6,26,13,Greedy,1384,4104,4322
6,26,22,Greedy,1656,4472,4690
6,26,24,Greedy,1848,4576,4810
6,26,24,Heuristic,1848,4576,4810
6,27,12,Greedy,1896,4704,4947
6,27,12,Heuristic,1896,4704,4947
6,27,13,Heuristic,1536,4424,4643
6,27,18,Simple,2192,5952,3892
6,27,22,Heuristic,1816,4792,5011
6,27,27,Greedy,1304,4560,4803
6,27,27,Heuristic,1304,4560,4803
6,27,34,Greedy,1568,4384,4587
6,27,34,Heuristic,1568,4384,4587
6,28,20,Simple,2192,5752,6004
6,29,0,Greedy,2216,5720,4063
6,29,0,Heuristic,2216,5720,4063
6,29,8,Simple,2352,6512,6115
6,29,26,Simple,2448,6056,6317
6,29,38,Greedy,2296,5448,5067
6,29,38,Heuristic,2296,5448,5067
6,30,14,Simple,2720,6376,6317
6,30,31,Simple,2064,6192,6462
6,31,17,Simple,2568,7376,5681
6,31,39,Simple,2480,6344,5965
6,32,0,Simple,2624,6680,4063
6,32,10,Simple,3160,7536,6837
6,32,12,Simple,2656,6304,6592
6,32,34,Simple,2232,5984,4587
6,33,3,Simple,2800,7296,4969
6,33,6,Simple,2904,7424,5747
6,33,9,Simple,2688,7928,6251
6,33,21,Simple,2952,7448,5442
6,33,24,Simple,2856,6816,5139
6,33,35,Simple,2576,7136,5459
6,34,11,Simple,2920,7480,4825
6,34,15,Simple,2808,7216,4890
6,34,22,Simple,2904,7032,5669
6,34,25,Simple,2576,7512,7818
6,34,28,Simple,3200,8368,5055
6,35,2,Simple,3176,7936,3645
6,35,4,Simple,2992,7920,3308
6,35,5,Simple,3416,8200,6541
6,35,23,Simple,2920,7704,5058
6,35,38,Simple,3240,7368,5067
6,36,27,Simple,2600,7440,7764
